"year","class","genus","month","order","family","phylum","country","eventID","habitat","kingdom","language","locality","modified","datasetID","eventDate","waterBody","references","countryCode","datasetName","fieldNumber","occurrenceID","rightsHolder","basisOfRecord","geodeticDatum","verbatimDepth","scientificName","vernacularName","decimalLatitude","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","decimalLongitude","occurrenceStatus","scientificNameID","dynamicProperties","occurrenceRemarks","maximumDepthInMeters","minimumDepthInMeters","ownerInstitutionCode","bibliographicCitation","id","dataset_id","depth","date_start","date_mid","date_end","date_year","node_id","dropped","absence","marine","brackish","terrestrial","subphylum","infraphylum","parvphylum","gigaclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","georeferenceProtocol","island","organismQuantityType","parentEventID","recordedBy","sampleSizeUnit","sampleSizeValue","samplingEffort","samplingProtocol","taxonRank","verbatimCoordinateSystem","superclass","superclassid","license","maximumElevationInMeters","minimumElevationInMeters","organismQuantity","parentNameUsageID","scientificNameAuthorship","stateProvince","type","verbatimIdentification","catalogNumber","collectionCode","day","institutionCode","eventRemarks","identificationQualifier","identificationRemarks","identifiedBy","continent","county","fieldNotes","identificationVerificationStatus","institutionID","islandGroup","locationID","nomenclaturalCode","previousIdentifications","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","municipality","footprintSRS","collectionID","recordNumber","individualCount","locationAccordingTo","nameAccordingToID","coordinateUncertaintyInMeters","higherClassification","preparations","georeferenceRemarks","otherCatalogNumbers","startDayOfYear","associatedReferences","dateIdentified","coordinatePrecision","sex","eventTime","accessRights","informationWithheld","georeferenceVerificationStatus","organismRemarks","verbatimSRS","georeferencedBy","georeferenceSources","endDayOfYear","acceptedNameUsage","footprintWKT","higherGeographyID"
"2017","Teleostei","Lutjanus","07","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:TIO-1:2017-07-25","Area coralina","Animalia",NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Noroeste de Isla Tintipan Tiosolda Estación TIO 1",NA,"INVEMAR:SIMAC:1999","2017-07-25","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017",NA,"INVEMAR:SIMAC:CenPec:TIO-1:2017:M7:039889",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,9.8219444,NA,NA,NA,"jocu",-75.8908333,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,9,NA,NA,"d792c77c-db2d-4592-92bd-bc7f844b9401","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1500940800000,1500940800000,1500940800000,2017,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",56,4500,28.85,34.85,NA,"Isla Tintipan","Individuos","INVEMAR:SIMAC:CenPec:TIO","Ameth Vargas Campo","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"2",NA,"(Bloch & Schneider, 1801)","Bolívar",NA,NA,NA,NA,"25","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad intermedio.",NA,NA,NA,"SA","Cartagena de Indias","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","Archipiélago Corales del Rosario y San Bernardo","http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""9° 49' 18.9"""" N 75° 53' 26.9"""" W""","2017/07/25","""9° 49' 18.9"""" N""","Tiosolda","""75° 53' 26.9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002","Teleostei","Lutjanus","6","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2002-06-24T00:40:49Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,9.48851680756,NA,NA,NA,NA,-78.8781661987,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,8.3,8.3,NA,NA,"d89a1c44-d4ef-42c3-9369-e1c6320a6341","e191604f-fe12-424a-9bc7-98100d969515",8.3,1024876800000,1024876800000,1024876800000,2002,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",47,113,28.23,35.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","24","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","Teleostei","Lutjanus","12","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:CAP-2:2011-12-15","Area coralina","Animalia",NA,"Ensenada Capurganá Estación CAP 2",NA,"INVEMAR:SIMAC:1999","2011-12-15","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",NA,"INVEMAR:SIMAC:CenPec:CAP-2:2011:M2:032840",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6420555,NA,NA,NA,"jocu",-77.33625,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"d98c2264-86bf-46b0-82a1-0c667b287c91","95dcd908-a6b9-4422-a441-42caa46724f5",10,1323907200000,1323907200000,1323907200000,2011,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",15,234,28.32,29.14,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:CAP","Kelly Gómez Campo | Johanna Calle Triviño","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"15","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad medio. Estación proyecto SIMAC. Monitoreo de temperatura.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 38' 31.3"""" N 77° 20' 10.5"""" W""","2011/12/15","""8° 38' 31.3"""" N""","Capurganá 2","""77° 20' 10.5"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","3","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2000-03-30T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,-17.9653339386,NA,NA,NA,NA,-38.703666687,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,5.6,5.6,NA,NA,"d9f3b49b-4080-42b8-858a-5e6aad51dd3b","e191604f-fe12-424a-9bc7-98100d969515",5.6,954374400000,954374400000,954374400000,2000,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-2,26,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","30","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","4","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2000-04-06T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,-17.9613342285,NA,NA,NA,NA,-38.6996650696,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,4.4,4.4,NA,NA,"da6eb514-23a5-452e-8600-e3f0b21b43db","e191604f-fe12-424a-9bc7-98100d969515",4.4,954979200000,954979200000,954979200000,2000,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-2,-82,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","6","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","2","Eupercaria incertae sedis","Lutjanidae","Chordata","Brazil",NA,NA,"Animalia",NA,"Guaratibas Reef",NA,NA,"2000-02-14T12:00:00Z","South Atlantic",NA,NA,NA,"9",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-17.421944,NA,NA,NA,NA,-39.135278,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,9,1.5,NA,NA,"dbf682b8-f99a-418e-8bdc-35a4a61dbdca","7a950cb1-88cc-4401-9368-1495e64586ff",5.25,950486400000,950486400000,950486400000,2000,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",2,32,25.85,36.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"MFSFAF694","RAP","14","CI_BR",NA,NA,NA,NA,NA,"Abrolhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","Teleostei","Lutjanus","06","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:ZAP-1:2003-06-14","Area coralina","Animalia",NA,"Ensenada Sapzurro, fuera de la punta rocosa Sapzurro M Estación ZAP 1",NA,"INVEMAR:SIMAC:1999","2003-06-14","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003",NA,"INVEMAR:SIMAC:CenPec:ZAP-1:2003:M4:005853",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6621388,NA,NA,NA,"jocu",-77.3587222,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,9,NA,NA,"dccef415-8f05-412c-8880-8d552ca41f04","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1055548800000,1055548800000,1055548800000,2003,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-18,179,28.32,29.14,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:ZAP","María Catalina Reyes Nivia | Carlos Edwin Gomez Soto","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"14","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad intermedio.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 39' 43.6"""" N 77° 21' 31.3"""" W""","2003/06/14","""8° 39' 43.6"""" N""","Zapsurro M","""77° 21' 31.3"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","2","Eupercaria incertae sedis","Lutjanidae","Chordata","Brazil",NA,NA,"Animalia",NA,"Nova Vicosa Reef",NA,NA,"2000-02-11T12:00:00Z","South Atlantic",NA,NA,NA,"1",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-17.996111,NA,NA,NA,NA,-39.272778,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,6,3,NA,NA,"dd261fb0-4bfb-45cd-8421-5c8fadad69f9","7a950cb1-88cc-4401-9368-1495e64586ff",4.5,950227200000,950227200000,950227200000,2000,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",5,7404,25.88,36.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"MFSFAF691","RAP","11","CI_BR",NA,NA,NA,NA,NA,"Abrolhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","Teleostei","Lutjanus","3","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2001-03-18T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,22.0360164642,NA,NA,NA,NA,-81.5066146851,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,12.9,12.9,NA,NA,"dddc354a-590a-453d-9102-5d1f1c394a7c","e191604f-fe12-424a-9bc7-98100d969515",12.9,984873600000,984873600000,984873600000,2001,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",147,3195,27.97,35.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","18","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","Teleostei","Lutjanus","04","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:CAP-2:2016-04-27",NA,"Animalia",NA,"Ensenada Capurganá, Estación CAP 2",NA,NA,"2016-04-27","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:CAP-2:2016:M:007356",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6420555,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-77.33625,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"e007ebee-fb3d-47a5-bd9f-0ff49ec2f72c","7140a522-1379-452e-a8a7-8841a96fe656",10,1461715200000,1461715200000,1461715200000,2016,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",15,234,28.32,29.14,NA,NA,"individuos","INVEMAR:ICTac:AbunPec:CAP","González Corredor Juan David","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"27","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Acandí",NA,"Verificado","800.250.062-0",NA,"http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"27/04/16",NA,"Capurganá 2",NA,"Capurganá",NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","Teleostei","Lutjanus","05","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:BAR-2:2021-05-03",NA,"Animalia",NA,"""Reserva de Biosfera """"Sea Flower"""", The Bar, Estación BAR 2""",NA,NA,"2021-05-03","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:BAR-2:2021:M:033310",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,13.3713833,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-04","jocu",-81.4032,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"e07356c6-fdf6-487a-96c3-d5ddcbb57acc","7140a522-1379-452e-a8a7-8841a96fe656",10,1.62e+12,1.62e+12,1.62e+12,2021,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",81,1698,28.14,35.74,NA,"Providencia","individuos","INVEMAR:ICTac:AbunPec:BAR","Acosta Chaparro Andres Felipe","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,"03","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Providencia",NA,"Verificado","800.250.062-0","Archipiélago de San Andrés, Providencia y Santa Catalina","http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"03/05/21",NA,"The Bar 2",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2000-07-12T00:24:49Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,17.5942497253,NA,NA,NA,NA,-87.746131897,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,2.2,2.2,NA,NA,"e18a4e38-bca0-41e5-9eaa-88499c495340","e191604f-fe12-424a-9bc7-98100d969515",2.2,9.6336e+11,9.6336e+11,9.6336e+11,2000,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",27,2524,28.06,35.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","12","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Teleostei","Lutjanus","11","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:CHE-1:2013-11-18","Area coralina","Animalia",NA,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1",NA,"INVEMAR:SIMAC:1999","2013-11-18","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013",NA,"INVEMAR:SIMAC:CenPec:CHE-1:2013:M10:037056",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,11.3256111,NA,NA,NA,"jocu",-74.1283611,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,16,3,NA,NA,"e2e44f43-f273-4670-af31-b88844b0fc46","95dcd908-a6b9-4422-a441-42caa46724f5",9.5,1384732800000,1384732800000,1384732800000,2013,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-10,54,27.31,35.36,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:CHE","Raul Navas Camacho | Laura Muñoz Escobar","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"3",NA,"(Bloch & Schneider, 1801)","Magdalena",NA,NA,NA,NA,"18","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.",NA,NA,NA,"SA","Santa Marta","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""11° 19' 32.1"""" N 74° 7' 42"""" W""","2013/11/18","""11° 19' 32.1"""" N""","Chengue C1","""74° 7' 42"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","11","Eupercaria incertae sedis","Lutjanidae","Chordata","Brazil",NA,NA,"Animalia",NA,"Caete estuary",NA,NA,"2000-11-16T00:00:00Z","South Atlantic",NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-0.898,NA,NA,NA,NA,-46.668,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,NA,NA,NA,NA,"e53d497d-333e-4c2e-9b81-1f667de1b66d","dfba2240-b672-4759-9171-d269bba44a70",NA,974332800000,974332800000,974332800000,2000,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-9,-455,28.08,33.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"52","GKSZ",NA,"INPA",NA,NA,NA,NA,NA,"Braganca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","2","Eupercaria incertae sedis","Lutjanidae","Chordata","Brazil",NA,NA,"Animalia",NA,"Coroa Vermelha Reef",NA,NA,"2000-02-13T12:00:00Z","South Atlantic",NA,NA,NA,"6",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-17.955,NA,NA,NA,NA,-39.218611,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,5.7,1.5,NA,NA,"e706f9e2-2e57-4c83-8ca2-5add4982fc45","7a950cb1-88cc-4401-9368-1495e64586ff",3.6,9.504e+11,9.504e+11,9.504e+11,2000,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",10,1713,25.9,36.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"MFSFAF692","RAP","13","CI_BR",NA,NA,NA,NA,NA,"Abrolhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
