"basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","day","decimalLatitude","decimalLongitude","eventDate","eventTime","family","genus","georeferenceRemarks","institutionCode","kingdom","locality","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","month","occurrenceID","occurrenceStatus","order","phylum","recordedBy","references","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","year","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","suborder","subfamily","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","suborderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","bathymetry","shoredistance","sst","sss","datasetName","eventID","geodeticDatum","habitat","license","ownerInstitutionCode","samplingEffort","stateProvince","taxonRank","waterBody","language","organismQuantity","organismQuantityType","type","county","occurrenceRemarks","countryCode","identificationVerificationStatus","institutionID","island","islandGroup","locationAccordingTo","locationID","nameAccordingTo","nameAccordingToID","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","specificEpithet","taxonomicStatus","verbatimEventDate","verbatimLocality","collectionID","recordNumber","rightsHolder","individualCount","terrestrial","fieldNumber","identifiedBy","coordinateUncertaintyInMeters","accessRights","associatedReferences","associatedSequences","georeferenceSources","higherGeography","otherCatalogNumbers","preparations","bibliographicCitation","dynamicProperties","sex","dateIdentified","identificationRemarks","locationRemarks","footprintSRS","coordinatePrecision","verbatimDepth","dataGeneralizations","georeferenceProtocol","higherClassification","nomenclaturalCode","startDayOfYear","verbatimLatitude","verbatimLongitude","higherGeographyID","verbatimCoordinateSystem","verbatimCoordinates","eventRemarks","fieldNotes","lifeStage","municipality","acceptedNameUsage","acceptedNameUsageID","georeferenceVerificationStatus","georeferencedBy","identificationID","verbatimSRS","taxonID","typeStatus","organismRemarks","footprintWKT"
"PreservedSpecimen","FFRMGFGJG303","Teleostei","Reef Fish",NA,NA,NA,"28",-23.071,-44.363,"2003-10-28T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"MMA/BIO23","Animalia","Ponta Escalvada Ilha da Gipóia",14.5,NA,14.5,NA,NA,"10",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2003","59707f07-8045-4148-ad2c-251838006ca8","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",14.5,1067299200000,1067299200000,1067299200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-3,73,23.76,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","82","Teleostei","SMR",NA,"Brazil",NA,NA,-8.6992,-35.0821,"2005-10-16T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"UFPE","Animalia","Carneiros Beach",NA,NA,NA,NA,NA,"10",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2005","5a71ddc7-9795-4599-97e0-66e218bec21f","49b938b5-2d5a-43c0-92f9-26354f189f82","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",NA,1129420800000,1129420800000,1129420800000,2005,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,193,27.41,36.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Atlantic",NA,NA,NA,NA,"Tamandare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"1",-17.9624996185,-38.7066650391,"2000-04-01T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.4,NA,3.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","5ab53d45-7a09-450e-9dd8-4ee25f06f92c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.4,954547200000,954547200000,954547200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,78,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",-17.9599990845,-38.7018318176,"2000-04-05T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4,NA,4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","5b180bed-348b-42b6-af1a-b3485760942c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4,954892800000,954892800000,954892800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,86,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia","INVEMAR:SIMAC:1999","14",13.3672333,-81.3969667,"2017-05-14",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Animalia","Reserva de Biosfera Sea Flower, The Bar Estación BAR 1",12,NA,9,NA,NA,"05","INVEMAR:SIMAC:CenPec:BAR-1:2017:S7:039022","present","Perciformes","Chordata","Raul Navas Camacho",NA,"Protocolo SIMAC - Censo abundancia de peces arrecifales","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2017","5ea47ed6-b2ec-4b9d-b57f-9bb8a687bc0d","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1.49472e+12,1.49472e+12,1.49472e+12,2017,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",55,917,28.14,35.74,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","INVEMAR:SIMAC:CenPec:BAR-1:2017-05-14","WGS84","Area coralina",NA,NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe",NA,"1","Individuos",NA,"Providencia",NA,"CO","Verificado","800250062-0","Providencia","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,"http://marineregions.org/mrgid/25303",NA,NA,"INVEMAR:SIMAC:CenPec:BAR","Mycteroperca bonaci","metros cuadrados","60","bonaci","Válido","2017/05/14","The Bar 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,"""13° 22' 2"""" N""","""81° 23' 49"""" W""",NA,NA,"""13° 22' 2"""" N 81° 23' 49"""" W""","Nivel profundidad somero.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"30",-17.9653339386,-38.703666687,"2000-03-30T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,5.6,NA,5.6,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","62da77e7-8bc8-4d57-a654-ff92f6f8e80c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",5.6,954374400000,954374400000,954374400000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,26,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"8",21.6140842438,-83.1959838867,"2001-03-08T00:39:59Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,8.6,NA,8.6,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","62ededab-98c2-4dde-92e9-b16fd7f814e4","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.6,984009600000,984009600000,984009600000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",235,1067,28.09,35.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","FFRMGFGJG323","Teleostei","Reef Fish",NA,NA,NA,"6",-23.137,-44.326,"2003-12-06T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"MMA/BIO23","Animalia","Ponta Longa Ilha Grande",27.5,NA,27.5,NA,NA,"12",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2003","63a44400-8497-4079-af48-5fdc0e18f8ed","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",27.5,1070668800000,1070668800000,1070668800000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-1,69,23.74,36.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"16",18.2108325958,-87.8297195435,"1999-07-16T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,9.9,NA,9.9,NA,NA,"7",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","6503c7c7-5415-4e88-933e-2c8fab6cb897","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",9.9,932083200000,932083200000,932083200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,1277,28.02,34.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"13",9.26045036316,-82.0346984863,"2002-06-13T00:29:34Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,6.6,NA,6.6,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2002","6530e05d-752d-4555-bdbd-8f74aede26d2","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",6.6,1023926400000,1023926400000,1023926400000,2002,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",12,606,28.24,34.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"11",13.36819444,-81.33430556,"2017-05-11",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Old Providence and McBean Lagoon, Narrow Channel, Estación NCH 1",12,NA,8,NA,NA,"05","INVEMAR:ICTac:AbunPec:NCH-1:2017:M:009611","present","Perciformes","Chordata","González Corredor Juan David",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2017","66012fab-662f-4696-9527-08df82e9f3fe","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1494460800000,1494460800000,1494460800000,2017,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",172,1556,28.14,35.74,NA,"INVEMAR:ICTac:AbunPec:NCH-1:2017-05-11","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe",NA,"1","individuos",NA,"Providencia",NA,"CO","Verificado","800.250.062-0","Providencia","Archipiélago de San Andrés, Providencia y Santa Catalina","Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:NCH","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","11/05/17","Narrow Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","44515","Teleostei","Fishes",NA,"Trinidad and Tobago",NA,"19",11.1666666667,-60.8444444444,"1968-02-19T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"ROM","Animalia","Pigeon Point, Caribbean",NA,NA,NA,NA,NA,"02",NA,NA,"Perciformes","Chordata","Addison, W. D.",NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1968","6aa40cfc-0656-40bc-849b-56c22a90786b","b8617377-eb1c-4db2-baa6-8788a632e810","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,-58924800000,-58924800000,-58924800000,1968,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",3,355,27.94,33.5,NA,NA,NA,NA,NA,NA,NA,"Tobago",NA,NA,NA,NA,NA,NA,"St Patrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA68-11",NA,NA,NA,NA,"Winterbottom, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"19",22.1468830109,-81.5006027222,"2001-03-19T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,2.6,NA,2.6,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","6af490a5-9c0b-4df3-8658-2425add63232","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",2.6,9.8496e+11,9.8496e+11,9.8496e+11,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",167,2913,27.93,35.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia","INVEMAR:SIMAC:1999","10",11.3392777,-74.1119444,"2003-11-10",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Gayraca Estación GAY 1",14,NA,3,NA,NA,"11","INVEMAR:SIMAC:CenPec:GAY-1:2003:M4:008030","present","Perciformes","Chordata","Sonia Bejarano",NA,"Protocolo SIMAC - Censo abundancia de peces arrecifales","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2003","6b529ee3-1519-4d33-ba54-9e8cc3d0bc2e","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",8.5,1068422400000,1068422400000,1068422400000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-12,46,27.16,35.37,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003","INVEMAR:SIMAC:CenPec:GAY-1:2003-11-10","WGS84","Area coralina",NA,NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Magdalena","Especie","Mar Caribe",NA,"1","Individuos",NA,"Santa Marta",NA,"CO","Verificado","800250062-0",NA,NA,NA,"http://marineregions.org/mrgid/25303",NA,NA,"INVEMAR:SIMAC:CenPec:GAY","Mycteroperca bonaci","metros cuadrados","60","bonaci","Válido","2003/11/10","Gayraca 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,"""11° 20' 21.3"""" N""","""74° 6' 42.9"""" W""",NA,NA,"""11° 20' 21.3"""" N 74° 6' 42.9"""" W""","Nivel profundidad intermedio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"6",24.6255836487,-81.1113128662,"2003-06-06T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.8,NA,4.8,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2003","6b893dac-7818-42cf-8215-4536135b9ed9","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.8,1054857600000,1054857600000,1054857600000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",6,6974,26.94,36.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"2",24.4756832123,-81.8874130249,"2003-06-02T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,7.1,NA,7.1,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2003","6c7ed1a9-8c64-4bbf-a5a9-07efbcf4b7b9","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",7.1,1.054512e+12,1.054512e+12,1.054512e+12,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",6,6659,26.89,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
