"basisOfRecord","class","country","datasetID","datasetName","decimalLatitude","decimalLongitude","eventDate","eventID","family","genus","geodeticDatum","habitat","kingdom","license","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","occurrenceID","occurrenceStatus","order","ownerInstitutionCode","phylum","references","samplingEffort","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","stateProvince","taxonRank","waterBody","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","type","locality","recordedBy","collectionID","recordNumber","rightsHolder","catalogNumber","collectionCode","individualCount","institutionCode","coordinateUncertaintyInMeters","terrestrial","year","month","language","countryCode","fieldNumber","verbatimDepth","vernacularName","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","dynamicProperties","occurrenceRemarks","bibliographicCitation","continent","county","day","eventRemarks","fieldNotes","identificationVerificationStatus","institutionID","locationID","nomenclaturalCode","organismQuantity","organismQuantityType","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","island","islandGroup","municipality","parentNameUsageID","verbatimIdentification","georeferenceProtocol","verbatimCoordinateSystem","eventTime","georeferenceRemarks","identifiedBy","dateIdentified","higherClassification","preparations","associatedReferences","coordinatePrecision","accessRights","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeographyID","identificationRemarks","locationAccordingTo","verbatimSRS","otherCatalogNumbers","startDayOfYear","nameAccordingToID","acceptedNameUsage","footprintWKT","lifeStage","associatedSequences","organismID","taxonID","materialSampleID","associatedMedia","endDayOfYear","informationWithheld","organismRemarks"
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013",9.7055278,-75.8661389,"2013-05-05","INVEMAR:SIMAC:CenPec:CEY-1:2013-05-05","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,6,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CEY-1:2013:S9:035720","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","36a60850-a23b-4a22-94b7-0cbf865a16b8","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1.367712e+12,1.367712e+12,1.367712e+12,2013,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",80,1678,28.89,34.82,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Ceycen Estación CEY 1","Kelly Gómez Campo | Diana Carolina Ballesteros Contreras",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2013","05",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","05","Nivel profundidad somero. Intermedio del Pacifico es equivalente a somero del Caribe.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CEY","Bodianus rufus","metros cuadrados","60","Válido","""9° 42' 19.9"""" N 75° 51' 58.1"""" W""","2013/05/05","""9° 42' 19.9"""" N""","Ceycen 1","""75° 51' 58.1"""" W""","Isla Ceycen","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,12.1885700226,-83.0346984863,"2003-06-16T00:21:14Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,4.8,NA,4.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"36dfb21f-9957-45bf-af4a-5c15a000c9e9","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.8,1055721600000,1055721600000,1055721600000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",9,726,28.19,35.65,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2003","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,23.1000003815,-80.126663208,"2001-05-26T00:36:02Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,0.8,NA,0.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"36f960c4-f8e8-41e6-9f05-e2af44cb412b","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",0.8,990835200000,990835200000,990835200000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",19,305,27.4,36.06,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2001","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.270280838,-64.7199783325,"2008-07-23T11:15:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"36f973db-1230-4ce1-8581-f373cf7aa9e5","a9114765-9e28-4a43-9987-4fd9f398748a","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1216771200000,1216771200000,1216771200000,2008,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",51,3581,27.7,34.91,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0800.4639.22313",NA,NA,"NOAA-CCMA",NA,NA,"2008","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST J-0700-0800;survey_index=4639;habitat_structure=HARD;permanent/random=random;management=VICR MSRI Study;trophic=I",NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013",8.6621388,-77.3587222,"2013-08-21","INVEMAR:SIMAC:CenPec:ZAP-1:2013-08-21","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,12,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:ZAP-1:2013:M3:036267","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Chocó","Especie","Mar Caribe","37015cf6-7037-479f-b68a-5c0a81b4fd40","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1377043200000,1377043200000,1377043200000,2013,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-18,179,28.32,29.14,NA,"Ensenada Sapzurro, fuera de la punta rocosa Sapzurro M Estación ZAP 1","Raul Navas Camacho | Laura Muñoz Escobar",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2013","08",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Acandí","21","Nivel profundidad intermedio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:ZAP","Bodianus rufus","metros cuadrados","60","Válido","""8° 39' 43.6"""" N 77° 21' 31.3"""" W""","2013/08/21","""8° 39' 43.6"""" N""","Zapsurro M","""77° 21' 31.3"""" W""",NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,20.3997993469,-87.3059768677,"1999-03-12T00:36:29Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,10.5,NA,10.5,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"371643ad-c81d-40ec-ba41-30e19e91ab6f","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.5,921196800000,921196800000,921196800000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",11,187,27.98,35.82,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2008",11.3256111,-74.1283611,"2008-10-15","INVEMAR:SIMAC:CenPec:CHE-1:2008-10-15","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,16,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-1:2008:M8:023798","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","37294edc-9b2b-4bdb-8867-78a1564c9673","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",9.5,1224028800000,1224028800000,1224028800000,2008,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,54,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1","Laura Muñoz Escobar | Johanna Carolina Vega Sequeda",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2008","10",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","15","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 32.1"""" N 74° 7' 42"""" W""","2008/10/15","""11° 19' 32.1"""" N""","Chengue C1","""74° 7' 42"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.7858695984,-64.5935821533,"2009-03-11T14:49:48Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"373f6575-28f7-4c58-9f5a-b15311178e34","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1236729600000,1236729600000,1236729600000,2009,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",3,1857,27.82,34.81,NA,NA,NA,NA,NA,NA,"VIRG-ST C-0300-0900.5060.62388",NA,NA,"NOAA-CCMA",NA,NA,"2009","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-0300-0900;survey_index=5060;habitat_structure=HARD;permanent/random=random;management=BUIS;trophic=I",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,16.7112159729,-87.8470535278,"2000-07-18T00:26:15Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,12.3,NA,12.3,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"37401e71-7b8a-4978-9ad6-3cc2687ea464","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",12.3,963878400000,963878400000,963878400000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-1,461,28.15,35.67,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",11.3256111,-74.1283611,"2011-12-28","INVEMAR:SIMAC:CenPec:CHE-1:2011-12-28","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,16,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-1:2011:S9:033056","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","3741161f-c087-43a7-a0b3-fa7465bd2657","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",9.5,1325030400000,1325030400000,1325030400000,2011,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,54,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1","Tomás López Londoño | Maura Maruri Cruz",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2011","12",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","28","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 32.1"""" N 74° 7' 42"""" W""","2011/12/28","""11° 19' 32.1"""" N""","Chengue C1","""74° 7' 42"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004",11.3256111,-74.1283611,"2004-11-10","INVEMAR:SIMAC:CenPec:CHE-1:2004-11-10","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,16,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-1:2004:M6:012191","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","375bc431-eaac-4849-89bf-c8ee2eea70a4","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",9.5,1100044800000,1100044800000,1100044800000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,54,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1","Guillermo Duque Nivia | Adriana Aguirre Aguirre",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2004","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","10","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 32.1"""" N 74° 7' 42"""" W""","2004/11/10","""11° 19' 32.1"""" N""","Chengue C1","""74° 7' 42"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013",11.3256111,-74.1283611,"2013-11-18","INVEMAR:SIMAC:CenPec:CHE-1:2013-11-18","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,16,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-1:2013:M3:036965","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","376f7fef-8612-490a-b678-671b4b2a2bba","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",9.5,1384732800000,1384732800000,1384732800000,2013,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,54,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1","Laura Muñoz Escobar",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2013","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","18","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 32.1"""" N 74° 7' 42"""" W""","2013/11/18","""11° 19' 32.1"""" N""","Chengue C1","""74° 7' 42"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2012",10.1748611,-75.7706389,"2012-10-28","INVEMAR:SIMAC:CenPec:PAV-1:2012-10-28","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,19,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:PAV-1:2012:S3:034145","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","378db6ba-a1eb-4958-808a-1aa83bc60460","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",14,1351382400000,1351382400000,1351382400000,2012,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,107,28.7,35.19,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1","Johanna Carolina Vega Sequeda | Tomás López Londoño",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2012","10",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","28","Nivel pofundidad somero, medio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:PAV","Bodianus rufus","metros cuadrados","60","Válido","""10° 10' 29.4"""" N 75° 46' 14.3"""" W""","2012/10/28","""10° 10' 29.4"""" N""","Pavitos","""75° 46' 14.3"""" W""","Isla Pavitos","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
