"basisOfRecord","class","country","datasetID","datasetName","decimalLatitude","decimalLongitude","eventDate","eventID","family","genus","geodeticDatum","habitat","kingdom","license","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","occurrenceID","occurrenceStatus","order","ownerInstitutionCode","phylum","references","samplingEffort","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","stateProvince","taxonRank","waterBody","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","type","locality","recordedBy","collectionID","recordNumber","rightsHolder","catalogNumber","collectionCode","individualCount","institutionCode","coordinateUncertaintyInMeters","terrestrial","year","month","language","countryCode","fieldNumber","verbatimDepth","vernacularName","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","dynamicProperties","occurrenceRemarks","bibliographicCitation","continent","county","day","eventRemarks","fieldNotes","identificationVerificationStatus","institutionID","locationID","nomenclaturalCode","organismQuantity","organismQuantityType","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","island","islandGroup","municipality","parentNameUsageID","verbatimIdentification","georeferenceProtocol","verbatimCoordinateSystem","eventTime","georeferenceRemarks","identifiedBy","dateIdentified","higherClassification","preparations","associatedReferences","coordinatePrecision","accessRights","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeographyID","identificationRemarks","locationAccordingTo","verbatimSRS","otherCatalogNumbers","startDayOfYear","nameAccordingToID","acceptedNameUsage","footprintWKT","lifeStage","associatedSequences","organismID","taxonID","materialSampleID","associatedMedia","endDayOfYear","informationWithheld","organismRemarks"
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",8.6167222,-77.3268611,"2011-12-14","INVEMAR:SIMAC:CenPec:AGU-1:2011-12-14","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,6,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:AGU-1:2011:S10:032627","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Chocó","Especie","Mar Caribe","99e164c4-8542-4ffa-8494-a34eb0392e06","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1323820800000,1323820800000,1323820800000,2011,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-17,39,28.32,29.18,NA,"Ensenada Capurganá, Punta del Aguacate, al fondo de la ensenada, Aguacate S Estación AGU 1","Tomás López Londoño | Maura Maruri Cruz",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2011","12",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Acandí","14","Nivel profundidad somero. Datos de la Estación insertada del proyecto SIMAC.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:AGU","Bodianus rufus","metros cuadrados","60","Válido","""8° 37' .1"""" N 77° 19' 36.6"""" W""","2011/12/14","""8° 37' .1"""" N""","Aguacate S","""77° 19' 36.6"""" W""",NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004",11.3392777,-74.1119444,"2004-11-12","INVEMAR:SIMAC:CenPec:GAY-1:2004-11-12","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,14,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:GAY-1:2004:M1:012475","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","9a138293-c092-400f-bea5-3ea8f595d6b5","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",8.5,1100217600000,1100217600000,1100217600000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-12,46,27.16,35.37,NA,"Parque Nacional Natural Tayrona, Bahía Gayraca Estación GAY 1","Raul Navas Camacho | Adriana Aguirre Aguirre",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2004","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","12","Nivel profundidad intermedio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","5","Individuos","INVEMAR:SIMAC:CenPec:GAY","Bodianus rufus","metros cuadrados","60","Válido","""11° 20' 21.3"""" N 74° 6' 42.9"""" W""","2004/11/12","""11° 20' 21.3"""" N""","Gayraca 1","""74° 6' 42.9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002",10.2341944,-75.7464444,"2002-12-14","INVEMAR:SIMAC:CenPec:TES-1:2002-12-14","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,19,NA,5,NA,NA,"INVEMAR:SIMAC:CenPec:TES-1:2002:S1:004555","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","9a13c02f-fd3a-43e9-ad79-6bdda3bd0700","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",12,1.039824e+12,1.039824e+12,1.039824e+12,2002,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,631,28.69,35.2,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, El Tesoro Estación TES 1","María Catalina Reyes Nivia",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2002","12",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","14","Nivel profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela de profundidad media.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:TES","Bodianus rufus","metros cuadrados","60","Válido","""10° 14' 3"""" N 75° 44' 47.1"""" W""","2002/12/14","""10° 14' 3"""" N""","Tesoro 1","""75° 44' 47.1"""" W""","El Tesoro","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.2602996826,-78.3653488159,"2000-08-14T00:32:12Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,11.8,NA,11.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9a23ce30-bce6-4e2f-ad6d-7cca7d077e11","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",11.8,966211200000,966211200000,966211200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-23,-82,28.51,35.58,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,9.54576683044,-78.9778518677,"2002-06-25T00:21:14Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,8.1,NA,8.1,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9a4266b2-ec94-4198-8dad-ddf26eba522f","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.1,1024963200000,1024963200000,1024963200000,2002,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-3,20,28.23,35.13,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2002","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,9.59599971771,-78.7792129517,"2002-06-20T00:37:54Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,9.8,NA,9.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9a632035-0fac-4e48-b528-bd2f620e2b80","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",9.8,1024531200000,1024531200000,1024531200000,2002,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",2,48,28.25,35.12,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2002","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,16.7364997864,-87.8102035522,"2000-07-18T00:21:14Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,8.8,NA,8.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9a773950-4cdd-4e7c-86c4-28127ec43ed9","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.8,963878400000,963878400000,963878400000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",102,308,28.15,35.7,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,27.921667099,-93.8089981079,"1999-11-16T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,22.5,NA,22.5,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9b17681c-17ca-4c56-9932-6930f1ebf98b","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",22.5,942710400000,942710400000,942710400000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",115,179451,25.36,35.71,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.7599105835,-64.5771865845,"2003-03-31T14:01:48Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9b4f3f09-621e-4d44-b302-2d160bae0893","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1049068800000,1049068800000,1049068800000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-2,65,27.82,34.82,NA,NA,NA,NA,NA,NA,"VIRG-ST C-0304-0300.1021.37395",NA,NA,"NOAA-CCMA",NA,NA,"2003","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-0304-0300;survey_index=1021;habitat_structure=HARD;permanent/random=random;management=EEMP;trophic=I",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.218334198,-87.6097488403,"1999-09-13T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,7,NA,7,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9b627475-10c3-4dd8-b915-27d6cb0a36a0","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",7,937180800000,937180800000,937180800000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",276,1509,28.1,35.77,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.3339004517,-64.7027435303,"2005-07-19T14:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9b746467-d43c-45d9-a9f9-250a0990bc9b","a9114765-9e28-4a43-9987-4fd9f398748a","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1121731200000,1121731200000,1121731200000,2005,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-1,403,27.68,34.94,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0500.2675.12114",NA,NA,"NOAA-CCMA",NA,NA,"2005","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST J-0700-0500;survey_index=2675;habitat_structure=HARD;permanent/random=random;management=VICR CBO Study;trophic=I",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006",12.5831666,-81.6851,"2006-09-23","INVEMAR:SIMAC:CenPec:LIT-2:2006-09-23","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,6,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:LIT-2:2006:S8:017534","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe","9b95a6f1-78a1-460d-9d8c-c3e5945c0ea6","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1158969600000,1158969600000,1158969600000,2006,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-1,303,28.18,35.71,NA,"Reserva de Biosfera Sea Flower, little Reef Estación LIT 2","Santodomingo Aguilar Nadiezhda | Bernal Katherine",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2006","09",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","San Andrés","23","Nivel profundidad somera.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:LIT","Bodianus rufus","metros cuadrados","60","Válido","""12° 34' 59.3"""" N 81° 41' 6.3"""" W""","2006/09/23","""12° 34' 59.3"""" N""","Little Reef 2","""81° 41' 6.3"""" W""","San Andrés Isla","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.7740001678,-64.5805130005,"2003-10-27T11:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9bbc7057-347c-45d1-a5e9-20d768a39d18","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1067212800000,1067212800000,1067212800000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",12,1345,27.82,34.82,NA,NA,NA,NA,NA,NA,"VIRG-ST C-1000-0300.1454.38528",NA,NA,"NOAA-CCMA",NA,NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-1000-0300;survey_index=1454;habitat_structure=HARD;permanent/random=random;management=EEMP;trophic=I",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2005",11.2498886,-74.2208888,"2005-11-30","INVEMAR:SIMAC:CenPec:PBT-1:2005-11-30","Labridae","Bodianus","WGS84",NA,"Animalia",NA,12,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:PBT-1:2005:M6:014767","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","9c26b001-afe6-4a98-a4b9-3477e47767e9","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1133308800000,1133308800000,1133308800000,2005,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",24,47,27.49,35.24,NA,"Santa Marta, Punta Betín - Sector Área coralina Estación PBT 1","Julian Olaya | Johanna Carolina Vega Sequeda",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2005","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","30","Nivel profundidad intermedio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:PBT","Bodianus rufus","metros cuadrados","60","Válido","""11° 14' 59.5"""" N 74° 13' 15.1"""" W""","2005/11/30","""11° 14' 59.5"""" N""","Punta de Betin","""74° 13' 15.1"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.4986114502,-87.756111145,"1999-07-18T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,10.5,NA,10.5,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"9c622b31-bb06-4064-8184-81321f83cd0d","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.5,9.32256e+11,9.32256e+11,9.32256e+11,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",21,452,28.03,33.94,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
