FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.10788,10788,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,45,AI,POINT (-65.06 -41.95)
M1_DATA.10789,10789,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,2,GJE,POINT (-65.06 -41.95)
M1_DATA.10791,10791,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Bovichtidae,Bovichtus argentinus,1,4,AI,POINT (-65.06 -41.94)
M1_DATA.10792,10792,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,47,AI,POINT (-65.06 -41.94)
M1_DATA.10793,10793,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,13,GJE,POINT (-65.06 -41.94)
M1_DATA.10794,10794,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,1,15,GJE,POINT (-64.26 -42.63)
M1_DATA.10795,10795,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,9,GJE,POINT (-64.26 -42.63)
M1_DATA.10796,10796,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,15,GJE,POINT (-64.28 -42.62)
M1_DATA.10797,10797,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,82,GJE,POINT (-64.28 -42.62)
M1_DATA.10798,10798,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,72,AI,POINT (-64.28 -42.62)
M1_DATA.10799,10799,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,36,AI,POINT (-64.28 -42.62)
M1_DATA.10800,10800,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,139,AI,POINT (-64.24 -42.63)
M1_DATA.10801,10801,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,3,AI,POINT (-64.24 -42.63)
M1_DATA.10802,10802,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,55,AI,POINT (-64.24 -42.63)
M1_DATA.10803,10803,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,4,GJE,POINT (-64.24 -42.63)
M1_DATA.10804,10804,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,61,GJE,POINT (-64.24 -42.63)
M1_DATA.10805,10805,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,86,AI,POINT (-64.97 -42.77)
M1_DATA.10806,10806,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,44,AI,POINT (-64.97 -42.77)
M1_DATA.10807,10807,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,212,GJE,POINT (-64.97 -42.77)
M1_DATA.10856,10856,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,7,GJE,POINT (-64.97 -42.77)
M1_DATA.10857,10857,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,2,GJE,POINT (-64.95 -42.78)
M1_DATA.10858,10858,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,10,GJE,POINT (-64.46 -42.94)
M1_DATA.10859,10859,912341880,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10.1,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,32,AI,POINT (-64.46 -42.94)
M1_DATA.10860,10860,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,1,GJE,POINT (-64.43 -42.95)
M1_DATA.10861,10861,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,2,GJE,POINT (-64.43 -42.95)
M1_DATA.10862,10862,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,3,GJE,POINT (-64.43 -42.95)
M1_DATA.10863,10863,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,7,GJE,POINT (-64.43 -42.95)
M1_DATA.10864,10864,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8.1,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,1,AI,POINT (-64.43 -42.95)
M1_DATA.10865,10865,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8.1,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,1,AI,POINT (-64.43 -42.95)
M1_DATA.12057,12057,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,99,GJE,POINT (-64.23 -42.26)
M1_DATA.12058,12058,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,30,GJE,POINT (-64.23 -42.26)
M1_DATA.12059,12059,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,19,GJE,POINT (-64.23 -42.26)
M1_DATA.12060,12060,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,22,GJE,POINT (-64.23 -42.26)
M1_DATA.12061,12061,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,3,GJE,POINT (-64.5 -42.93)
M1_DATA.12062,12062,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,5,GJE,POINT (-64.5 -42.93)
M1_DATA.12063,12063,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,1,GJE,POINT (-64.5 -42.93)
M1_DATA.12064,12064,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Sparidae,Pagrus pagrus,2,4,GJE,POINT (-65.06 -41.96)
M1_DATA.12065,12065,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,51,GJE,POINT (-65.06 -41.96)
M1_DATA.12066,12066,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,18,AI,POINT (-65.06 -41.95)
M1_DATA.12067,12067,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,105,AI,POINT (-65.06 -41.95)
M1_DATA.12068,12068,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,14,AI,POINT (-65.06 -41.95)
M1_DATA.12069,12069,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,1,AI,POINT (-65.06 -41.95)
M1_DATA.12070,12070,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,70,GJE,POINT (-65.06 -41.95)
M1_DATA.12071,12071,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,13,GJE,POINT (-65.06 -41.95)
M1_DATA.12072,12072,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,2,65,AI,POINT (-65.06 -41.94)
M1_DATA.12073,12073,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,2,435,GJE,POINT (-65.06 -41.94)
M1_DATA.12074,12074,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,20,GJE,POINT (-64.26 -42.63)
M1_DATA.12075,12075,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,5,GJE,POINT (-64.28 -42.62)
M1_DATA.12076,12076,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,1,59,GJE,POINT (-64.28 -42.62)
M1_DATA.12077,12077,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,82,AI,POINT (-64.28 -42.62)
M1_DATA.12078,12078,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,2,AI,POINT (-64.28 -42.62)
M1_DATA.12079,12079,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,26,AI,POINT (-64.28 -42.62)
M1_DATA.12080,12080,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,102,AI,POINT (-64.28 -42.62)
M1_DATA.12081,12081,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,1,37,AI,POINT (-64.24 -42.63)
M1_DATA.12082,12082,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,8,GJE,POINT (-64.95 -42.78)
M1_DATA.12083,12083,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,13,GJE,POINT (-64.95 -42.78)
M1_DATA.12084,12084,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,4,GJE,POINT (-64.95 -42.78)
M1_DATA.12085,12085,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,10,AI,POINT (-64.94 -42.77)
M1_DATA.12086,12086,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,24,AI,POINT (-64.94 -42.77)
M1_DATA.12087,12087,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,2,4,AI,POINT (-64.94 -42.77)
M1_DATA.12088,12088,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,10,AI,POINT (-64.94 -42.77)
M1_DATA.12089,12089,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,1,GJE,POINT (-64.46 -42.94)
M1_DATA.12090,12090,912341880,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,49,AI,POINT (-64.46 -42.94)
M1_DATA.12091,12091,912341880,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10.1,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,6,AI,POINT (-64.46 -42.94)
M1_DATA.12092,12092,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,3,AI,POINT (-64.43 -42.95)
M1_DATA.12093,12093,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8.1,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,1,AI,POINT (-64.43 -42.95)
M1_DATA.14107,14107,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,54,AI,POINT (-64.23 -42.26)
M1_DATA.14108,14108,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,34,AI,POINT (-64.23 -42.26)
M1_DATA.14109,14109,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,2,6,AI,POINT (-64.23 -42.26)
M1_DATA.14110,14110,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,9.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,17,AI,POINT (-64.23 -42.26)
M1_DATA.14111,14111,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,8,GJE,POINT (-64.23 -42.26)
M1_DATA.14112,14112,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,2,20,GJE,POINT (-64.23 -42.26)
M1_DATA.14113,14113,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,3,GJE,POINT (-64.5 -42.93)
M1_DATA.14114,14114,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,253,GJE,POINT (-65.06 -41.96)
M1_DATA.14115,14115,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Sparidae,Pagrus pagrus,1,2,GJE,POINT (-65.06 -41.96)
M1_DATA.14116,14116,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,28,GJE,POINT (-65.06 -41.96)
M1_DATA.14117,14117,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Bovichtidae,Bovichtus argentinus,1,1,AI,POINT (-65.06 -41.95)
M1_DATA.14118,14118,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Bovichtidae,Bovichtus argentinus,2,5,AI,POINT (-65.06 -41.94)
M1_DATA.14119,14119,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,42,AI,POINT (-65.06 -41.94)
M1_DATA.14120,14120,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,13,GJE,POINT (-65.06 -41.94)
M1_DATA.14121,14121,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,495,GJE,POINT (-65.06 -41.94)
M1_DATA.14122,14122,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,9,GJE,POINT (-65.06 -41.94)
M1_DATA.14123,14123,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,115,GJE,POINT (-64.26 -42.63)
M1_DATA.14124,14124,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,1,GJE,POINT (-64.26 -42.63)
M1_DATA.14125,14125,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,16,GJE,POINT (-64.26 -42.63)
M1_DATA.14126,14126,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,14,GJE,POINT (-64.26 -42.63)
M1_DATA.14127,14127,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,113,GJE,POINT (-64.28 -42.62)
M1_DATA.14128,14128,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,1,GJE,POINT (-64.28 -42.62)
M1_DATA.14129,14129,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,32,GJE,POINT (-64.28 -42.62)
M1_DATA.14230,14230,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,1,GJE,POINT (-64.28 -42.62)
M1_DATA.14231,14231,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,17,GJE,POINT (-64.28 -42.62)
M1_DATA.14232,14232,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,1,17,AI,POINT (-64.28 -42.62)
M1_DATA.14233,14233,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sparidae,Pagrus pagrus,1,5,AI,POINT (-64.28 -42.62)
M1_DATA.14234,14234,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,15,GJE,POINT (-64.97 -42.77)
